,(Intercept),FinFSLdat_AnnEsts,FinWestSST_AnnEsts,FinWestSST_SummerDat,FSL_months_Apr,FSLdat_Spring,s(Ages),SST_West_Months_Jul,SST_West_Months_Jun,SST_West_Months_Oct,SST_West_Months_Sep,WestSST_Spring,WestSST_Winter,df,logLik,AICc,delta,weight
1324,-5.937843705,-0.52912876,1.865113033,NA,4.730638473,NA,+,NA,NA,0.220915547,NA,-1.04790673,NA,10,-3296.354931,6612.901166,7.376893459,0.001264827
2174,-0.167357811,2.300087012,NA,0.463008606,0.997818289,1.012662311,+,0.977224153,NA,NA,NA,NA,-0.620356506,11,-3295.341673,6612.91311,7.388837431,0.001257296
3628,-7.165064164,-0.815301094,1.837653428,NA,4.824824678,NA,+,NA,NA,NA,0.649615547,-1.29446083,-0.070892226,11,-3295.342827,6612.915418,7.391145606,0.001255846
1716,-7.409216699,-6.200472219,1.588838153,NA,NA,8.161177743,+,NA,-0.150624179,NA,0.851741347,-0.995997709,NA,11,-3295.344862,6612.91949,7.395217387,0.001253292
3066,4.082826601,-2.498825013,NA,NA,2.054818402,3.945420049,+,1.678429252,0.594725755,0.207560621,0.817801086,NA,-2.593575765,13,-3293.318819,6612.954988,7.430715418,0.001231243
2876,-7.711479645,-7.168686562,1.395092861,NA,3.318652289,6.275041791,+,NA,NA,-0.264041976,0.358889333,NA,-0.216528683,12,-3294.35608,6612.983937,7.45966444,0.00121355
256,-9.85620395,-3.509473943,0.95939832,0.25800928,1.899207833,4.194351558,+,0.40388665,-0.243572504,NA,NA,NA,NA,12,-3294.359988,6612.991753,7.46747994,0.001208817
2240,-9.186456017,-4.139337634,1.111516669,0.201889561,2.152776317,4.713180167,+,NA,-0.342509178,NA,NA,NA,0.36768231,12,-3294.378365,6613.028508,7.504234959,0.001186805
1656,-15.26958858,-4.91577914,1.572384758,0.432627278,NA,5.994953589,+,0.260291309,NA,NA,0.575130534,-1.174487332,NA,12,-3294.378874,6613.029525,7.50525239,0.001186201
3962,4.165851821,-1.175987252,NA,NA,1.627468534,3.959822672,+,1.108207891,NA,0.348336893,0.851814232,-0.422923033,-1.203348,13,-3293.362474,6613.042297,7.51802403,0.00117865
120,-11.64711911,-3.324183545,0.834279516,0.315528413,NA,4.622804534,+,0.369295954,NA,NA,NA,NA,NA,10,-3296.427254,6613.045813,7.521540674,0.00117658
2560,-9.980206294,-4.478336253,1.144609316,0.3641795,2.662116377,3.609358134,+,1.284132445,0.568510742,-0.005057866,NA,NA,-1.991898183,14,-3292.346412,6613.059316,7.535043058,0.001168663
3960,-12.71812516,-4.009090357,1.448807578,0.448285913,NA,5.684993215,+,0.704721469,NA,0.535736695,0.880989531,-1.761826923,-0.723441097,14,-3292.351994,6613.070481,7.546207967,0.001162157
108,-5.917211927,0.431537561,0.819457988,NA,2.813300197,NA,+,0.331701994,NA,NA,NA,NA,NA,9,-3297.469972,6613.096331,7.572057979,0.001147233
3322,3.943495146,-1.158797009,NA,NA,2.143916474,2.756262489,+,1.487580649,0.49284331,NA,NA,0.695812926,-1.998083317,12,-3294.418652,6613.10908,7.584807876,0.001139943
3640,-14.6758176,-5.65972808,1.78898577,0.418187373,NA,6.710639095,+,NA,NA,NA,0.699971793,-1.278471255,0.002563484,12,-3294.422316,6613.116408,7.592135869,0.001135774
3116,-7.056170602,-0.666977121,1.780253485,NA,4.617913468,NA,+,NA,NA,NA,NA,-0.830543808,0.157842837,10,-3296.467957,6613.127219,7.602946327,0.001129651
2802,4.0143522,-1.782753427,NA,NA,NA,4.956141136,+,1.414538926,0.406078802,NA,0.91004271,NA,-1.997047643,11,-3295.45371,6613.137185,7.61291197,0.001124036
640,-10.62647724,-4.507449543,0.90087287,0.197018641,1.745785309,4.588875055,+,0.312843579,NA,NA,0.038551359,NA,NA,12,-3294.434741,6613.141259,7.616986633,0.001121749
2292,-4.991819449,-3.773618033,1.042817283,NA,NA,5.748520159,+,0.86894412,0.22529618,NA,NA,NA,-0.970481301,11,-3295.476426,6613.182617,7.658344224,0.00109879
1644,-7.794994034,-0.561734549,1.636259791,NA,4.377755593,NA,+,0.198091882,NA,NA,0.534657013,-1.19721206,NA,11,-3295.477575,6613.184915,7.660642164,0.001097529
3520,-14.01816735,-4.706094053,1.941123207,0.36318015,2.986503484,4.433340354,+,NA,-0.231051086,0.318340108,NA,-1.405570196,0.514933258,14,-3292.41097,6613.188433,7.664160275,0.0010956
2284,-3.507102416,-0.528519665,1.075920445,NA,3.976318995,NA,+,1.165406052,0.493022303,NA,NA,NA,-1.746435468,11,-3295.485439,6613.200642,7.676369424,0.001088932
1912,-15.39726638,-4.630401091,1.713169447,0.447371223,NA,5.902389036,+,0.302339323,NA,0.563010243,0.750927885,-2.116659744,NA,13,-3293.449632,6613.216614,7.692340931,0.001080271
3188,-5.429301292,-3.564115336,1.08541684,NA,NA,5.825598829,+,0.63939461,NA,NA,NA,-0.091815573,-0.451613145,11,-3295.493473,6613.21671,7.692437502,0.001080218
3072,-8.127658006,-5.747693495,0.960513582,0.281746208,2.693055602,4.639757253,+,1.552148188,0.729127881,-0.047507692,0.576588605,NA,-2.738339812,15,-3291.40397,6613.227154,7.702881816,0.001074592
2680,-8.893122806,-3.110679923,0.715806456,0.351490163,NA,4.93465079,+,0.933090305,NA,NA,0.483809616,NA,-1.101888562,12,-3294.479033,6613.229842,7.705569609,0.001073149
2296,-11.27774843,-2.793996733,0.981676937,0.496518347,NA,3.899355506,+,1.203797977,0.444079072,NA,NA,NA,-1.658203985,12,-3294.495666,6613.263108,7.738835516,0.001055447
384,-11.67976286,-4.942231795,1.137091868,0.23499957,2.220873399,4.628749526,+,0.284136236,NA,-0.1802527,NA,NA,NA,12,-3294.497804,6613.267384,7.743111762,0.001053193
3820,-4.193013788,-0.967483672,1.307077993,NA,4.506324218,NA,+,1.157628395,0.531569454,NA,0.729762827,-0.709808825,-1.999412778,13,-3293.488947,6613.295243,7.770970565,0.001038624
3192,-12.90183727,-2.630904554,1.24058122,0.501174276,NA,4.250755143,+,0.668316202,NA,NA,NA,-0.390350367,-0.495272873,12,-3294.517524,6613.306825,7.782552349,0.001032627
3124,-7.764426246,-4.897692286,1.547707292,NA,NA,6.699269433,+,NA,NA,NA,NA,-0.517731786,0.256968075,10,-3296.562516,6613.316336,7.792063769,0.001027728
892,-8.718073507,-6.079094243,1.129823114,NA,2.71582684,5.595922321,+,0.232382448,NA,-0.19744241,0.176263362,NA,NA,12,-3294.523228,6613.318234,7.793961293,0.001026753
3180,-5.006844501,0.044696308,1.330043181,NA,4.07172867,NA,+,0.585144424,NA,NA,NA,-0.403880548,-0.478887279,11,-3295.544907,6613.31958,7.795306895,0.001026062
3832,-11.9910668,-4.656526551,1.226919248,0.462064245,NA,5.570174189,+,1.146511294,0.44380049,NA,0.75031106,-0.700708032,-1.806887014,14,-3292.480881,6613.328254,7.803981368,0.001021622
308,-6.097830206,-4.717658332,1.285860224,NA,NA,6.556503101,+,NA,NA,-0.063263587,NA,NA,NA,9,-3297.591652,6613.33969,7.815417363,0.001015797
2624,-8.370241775,-5.815851152,1.162323795,0.126226963,2.450720717,5.497780289,+,NA,NA,NA,0.226411594,NA,-0.192595271,12,-3294.534425,6613.340627,7.816354262,0.001015321
1332,-5.975186924,-4.583207758,1.621147195,NA,NA,6.68616925,+,NA,NA,0.210184421,NA,-0.647694474,NA,10,-3296.593939,6613.379182,7.85490938,0.000995936
2492,-7.303978664,-5.48518131,1.337922886,NA,3.133600182,5.426307074,+,NA,-0.267532388,-0.151092617,NA,NA,0.307638168,12,-3294.557343,6613.386462,7.86218975,0.000992317
4090,4.543011895,-2.207230534,NA,NA,2.004167584,3.904771886,+,1.631562478,0.547691012,0.296019388,0.881393099,-0.223666572,-2.458094946,14,-3292.51794,6613.402372,7.878099161,0.000984455
3710,-0.417923584,-0.605434106,NA,0.294470427,1.155899172,3.18129916,+,1.108512656,NA,NA,0.690274619,0.036519023,-1.220861406,13,-3293.542765,6613.40288,7.878607584,0.000984204
2796,-2.174830316,-0.587132025,0.808653563,NA,3.783352544,NA,+,1.507828338,0.681476031,NA,0.560725848,NA,-2.599058499,12,-3294.567885,6613.407546,7.88327342,0.000981911
2808,-9.136997212,-3.956658571,0.755287521,0.40930782,NA,4.86820344,+,1.504976178,0.614648706,NA,0.577412297,NA,-2.455684698,13,-3293.546776,6613.410901,7.88662823,0.000980265
832,-10.73159618,-6.311840556,1.327353275,0.165489713,2.721335379,5.551969093,+,NA,NA,-0.271327236,0.206385066,NA,NA,12,-3294.576185,6613.424147,7.899874018,0.000973795
2944,-8.213005268,-4.553627423,0.907731362,0.240506187,2.24415388,4.809055725,+,0.868269203,NA,-0.06970274,0.474371966,NA,-1.110034623,14,-3292.528878,6613.424248,7.899975633,0.000973745
4084,-5.668284793,-5.284582755,1.268171314,NA,NA,7.207686518,+,0.910561653,0.224865612,0.493162377,0.972796339,-1.403505458,-1.246318053,14,-3292.537387,6613.441266,7.916993567,0.000965495
3838,-0.259663771,-1.661375872,NA,0.323681873,1.507110494,3.004156023,+,1.750705781,0.661029425,NA,0.737905123,0.175600985,-2.734951119,14,-3292.537548,6613.441588,7.917315357,0.000965339
2668,-2.647026412,0.762918191,0.731591088,NA,3.221730869,NA,+,0.887490326,NA,NA,0.45106819,NA,-1.092744468,11,-3295.610196,6613.450157,7.925884535,0.000961212
1336,-13.57730796,-3.667650108,1.808361839,0.501968039,NA,5.122836643,+,NA,NA,0.253988912,NA,-1.03303099,NA,11,-3295.616898,6613.463562,7.939289058,0.000954791
1972,-7.316236566,-6.092374315,1.741976269,NA,NA,8.217220227,+,NA,-0.144864624,0.494307374,1.022964072,-1.835611041,NA,12,-3294.608713,6613.489204,7.964931075,0.000942628
1136,-13.59048722,-0.289418906,1.599469575,0.43600822,3.127929653,NA,+,0.321131853,NA,NA,NA,-0.895853107,NA,11,-3295.635024,6613.499813,7.975540744,0.000937641
956,-7.026817717,-6.424131916,1.282855749,NA,3.093200371,6.177096867,+,NA,-0.219775346,-0.222702477,0.398528557,NA,NA,12,-3294.618234,6613.508245,7.983972045,0.000933696
1146,2.223047113,-0.383409142,NA,NA,1.491332,2.937623226,+,0.541367414,NA,NA,NA,0.218170847,NA,10,-3296.667946,6613.527196,8.002923345,0.000924891
3896,-15.01411417,-5.461513386,1.945545368,0.431507279,NA,6.655633007,+,NA,NA,0.523180472,0.853524123,-2.182273184,0.064717113,13,-3293.610057,6613.537464,8.013191245,0.000920155
3948,-4.988583888,0.1992312,1.471480506,NA,4.111740413,NA,+,0.642791049,NA,0.478651655,0.828139403,-1.661710795,-0.723392635,13,-3293.617713,6613.552775,8.028502515,0.000913137
3128,-15.07409843,-4.05551647,1.717521825,0.483461833,NA,5.218102863,+,NA,NA,NA,NA,-0.824270918,0.245744749,11,-3295.667881,6613.565527,8.041254486,0.000907334
628,-7.304866984,-4.390054756,0.802148823,NA,NA,6.021161015,+,0.329742419,NA,NA,0.194024075,NA,NA,10,-3296.687534,6613.566373,8.042100057,0.00090695
48,-8.670973337,0.21648951,1.025613263,0.252157129,2.552618847,NA,+,NA,NA,NA,NA,NA,NA,9,-3297.717753,6613.591892,8.067619682,0.000895451
180,-5.263815647,-4.350149294,1.261245896,NA,NA,6.469185899,+,NA,-0.086151251,NA,NA,NA,NA,9,-3297.726075,6613.608536,8.084263239,0.00088803
2678,-1.579242554,-0.178329487,NA,0.35984494,NA,3.43359396,+,1.10332912,NA,NA,0.699876963,NA,-1.177601279,11,-3295.689744,6613.609252,8.084979614,0.000887712
114,4.610943712,1.108936885,NA,NA,NA,3.128952207,+,0.628722579,NA,NA,NA,NA,NA,8,-3298.748992,6613.622985,8.098712183,0.000881638
704,-7.684162843,-5.170128252,1.087944807,0.133097447,2.324358008,5.481711988,+,NA,-0.246587763,NA,0.30892068,NA,NA,12,-3294.675637,6613.623052,8.098778951,0.000881608
2298,7.516265867,1.207182695,NA,NA,2.243761689,1.940046696,+,0.977899863,0.122599349,NA,NA,NA,-0.681638409,11,-3295.709504,6613.648773,8.124500162,0.000870343
3884,-7.231554111,-0.58222027,1.958590251,NA,4.704173273,NA,+,NA,NA,0.462584692,0.786337776,-2.076795314,-0.012889386,12,-3294.690394,6613.652565,8.128292248,0.000868694
1328,-12.39139065,-0.510846322,1.969587287,0.428183271,3.729238263,NA,+,NA,NA,0.256408697,NA,-1.291359082,NA,11,-3295.71487,6613.659505,8.135232083,0.000865685
1708,-6.538450385,-0.45371115,1.767865307,NA,4.724362911,NA,+,NA,-0.125900879,NA,0.682094194,-1.233283913,NA,11,-3295.72366,6613.677085,8.15281278,0.000858109
2160,-8.980278452,0.711819679,0.89639567,0.388855974,2.354499409,NA,+,0.840326232,NA,NA,NA,NA,-0.845452534,11,-3295.731845,6613.693455,8.169182141,0.000851114
1900,-7.643684349,-0.258279185,1.739543579,NA,4.223933414,NA,+,0.239580677,NA,0.504966533,0.693834197,-2.020350131,NA,12,-3294.715206,6613.70219,8.177917332,0.000847405
508,-6.895551873,-4.838755817,1.141450856,NA,2.867697566,5.032113509,+,0.350081786,-0.198153064,-0.076492648,NA,NA,NA,12,-3294.73148,6613.734736,8.210463725,0.000833727
2426,4.887286718,0.62006807,NA,NA,1.715092626,2.428071764,+,1.009414677,NA,0.326726326,NA,NA,-0.736128497,11,-3295.753439,6613.736643,8.212370423,0.000832932
2368,-10.75127188,-5.870617459,1.464790837,0.21395022,2.938103907,5.096814254,+,NA,NA,-0.230843925,NA,NA,-0.047301857,12,-3294.744709,6613.761195,8.23692269,0.000822769
3764,-7.859429157,-5.593718892,1.480863232,NA,NA,7.798956632,+,NA,-0.310446583,NA,0.772481581,-0.979063564,0.350949579,12,-3294.750552,6613.77288,8.248607658,0.000817976
762,2.445642909,-0.940608123,NA,NA,1.435783055,4.002780979,+,0.52774965,-0.351064016,NA,0.589754948,NA,NA,11,-3295.775755,6613.781274,8.257001864,0.00081455
3198,-1.521658821,0.814803093,NA,0.370496951,0.984428104,1.879242363,+,1.067882826,NA,NA,NA,0.433647319,-0.933431762,12,-3294.758231,6613.788239,8.263966673,0.000811719
1720,-13.56356462,-5.371700258,1.731242322,0.408486607,NA,6.777304498,+,NA,-0.132363533,NA,0.77002574,-1.203618099,NA,12,-3294.768466,6613.808709,8.284436343,0.000803453
3698,2.769986869,-1.384932909,NA,NA,NA,4.903104645,+,1.057246518,NA,NA,0.752435882,0.14042727,-1.154664504,11,-3295.812343,6613.85445,8.330177853,0.000785286
1536,-13.61365208,-4.263852141,1.73991358,0.388081925,2.760225632,4.040866614,+,0.369110869,-0.079567281,0.324874495,NA,-1.248642913,NA,14,-3292.746136,6613.858764,8.334491426,0.000783594
3696,-10.97314712,-0.007229736,1.412612095,0.400254084,3.25772531,NA,+,0.662968594,NA,NA,0.628934318,-0.984730662,-0.773650797,13,-3293.774855,6613.867059,8.342786178,0.000780351
4088,-12.38453623,-4.338835173,1.386975885,0.468267511,NA,5.548469341,+,1.04509198,0.333700989,0.503176737,0.891681923,-1.598480936,-1.503270691,15,-3291.727157,6613.873528,8.349255427,0.000777831
2302,0.09669375,2.129478478,NA,0.493796123,1.149417215,0.748799567,+,1.243217093,0.290830682,NA,NA,NA,-1.224851325,12,-3294.808246,6613.888268,8.363995571,0.00077212
2228,-6.018593667,-3.487555233,1.026821422,NA,NA,6.020158489,+,NA,-0.385822505,NA,NA,NA,0.577910545,10,-3296.85575,6613.902803,8.378530782,0.000766529
2666,4.548571696,2.635142798,NA,NA,2.375137849,NA,+,1.053633881,NA,NA,0.710600247,NA,-1.150178288,10,-3296.857773,6613.90685,8.382577004,0.000764979
2288,-9.391995809,-0.516396264,1.008210198,0.433500804,2.781995467,NA,+,1.369612511,0.60343693,NA,NA,NA,-2.113623729,12,-3294.817667,6613.907112,8.382839115,0.000764879
3184,-11.69608663,0.094005119,1.393669226,0.44642246,2.981062554,NA,+,0.628363599,NA,NA,NA,-0.58254495,-0.513238056,12,-3294.834227,6613.940231,8.415958622,0.000752317
2092,-4.79811304,0.077669032,1.113847334,NA,3.449259255,NA,+,NA,NA,NA,NA,NA,-0.049103605,9,-3297.902763,6613.961913,8.437640077,0.000744206
3120,-13.44976688,-0.669984566,1.87078643,0.417269889,3.636138108,NA,+,NA,NA,NA,NA,-1.02698162,0.169683959,11,-3295.867724,6613.965213,8.440940761,0.000742978
556,-5.099899742,0.17243246,0.991281633,NA,3.173847605,NA,+,NA,NA,NA,0.107197572,NA,NA,9,-3297.905123,6613.966632,8.442359102,0.000742452
1400,-14.79943639,-2.814194667,1.505553753,0.512127462,NA,4.288124437,+,0.423827261,NA,0.375110859,NA,-1.210753354,NA,12,-3294.851565,6613.974907,8.450634881,0.000739386
1396,-7.020515909,-3.766918053,1.321361221,NA,NA,5.90096591,+,0.414476756,NA,0.327753831,NA,-0.813869981,NA,11,-3295.876959,6613.983683,8.459410219,0.000736149
3308,-4.397473081,-0.661985238,1.288848298,NA,4.263594853,NA,+,0.998674077,0.417020992,NA,NA,-0.261006334,-1.43142732,12,-3294.8561,6613.983977,8.459704525,0.00073604
2806,-1.437836146,-0.7860882,NA,0.411611193,NA,3.301029816,+,1.619631616,0.545944852,NA,0.79360174,NA,-2.383769555,12,-3294.861262,6613.994301,8.470028484,0.000732251
568,-10.0920849,-4.395832635,1.006918769,0.255253418,NA,5.65317785,+,NA,NA,NA,0.185329909,NA,NA,10,-3296.919229,6614.029762,8.505489269,0.000719382
300,-5.631734375,-0.261084914,1.273759576,NA,3.853922369,NA,+,NA,NA,-0.184285147,NA,NA,NA,9,-3297.949745,6614.055875,8.531602788,0.00071005
244,-5.759294882,-3.339070824,0.955674329,NA,NA,5.732990098,+,0.433722932,-0.181905641,NA,NA,NA,NA,10,-3296.936118,6614.06354,8.53926717,0.000707335
4020,-7.914026627,-5.26110029,1.612233224,NA,NA,7.73371272,+,NA,-0.360188564,0.546497988,0.933953612,-1.901357634,0.474133765,13,-3293.874671,6614.066691,8.542418565,0.000706221
3320,-12.57509921,-2.924582332,1.181828922,0.525780023,NA,4.05217247,+,1.037344246,0.361754947,NA,NA,-0.259966754,-1.328898561,13,-3293.879059,6614.075468,8.551194947,0.000703129
3632,-12.85733447,-0.805518276,1.913557702,0.372082789,3.931950649,NA,+,NA,NA,NA,0.594861345,-1.430534121,-0.041045597,12,-3294.902245,6614.076267,8.551994793,0.000702847
2612,-6.099630267,-5.205319748,1.023068319,NA,NA,6.830995572,+,NA,NA,NA,0.345103864,NA,-0.107166524,10,-3296.946933,6614.08517,8.560897776,0.000699726
3326,-1.451677227,-0.004541649,NA,0.399969976,1.274702985,1.65088308,+,1.614755679,0.565382351,NA,NA,0.576041172,-2.211464507,13,-3293.893314,6614.103978,8.579704902,0.000693177
378,2.346568893,-0.121805556,NA,NA,1.37009375,2.83092552,+,0.567013838,NA,0.186140008,NA,NA,NA,10,-3296.957113,6614.105531,8.581258347,0.000692638
3824,-10.42894698,-1.007383223,1.359370249,0.421449707,3.488035219,NA,+,1.250525532,0.587566126,NA,0.674510401,-0.822341302,-2.136555335,14,-3292.878321,6614.123134,8.598861529,0.000686569
1388,-6.664872261,-0.074523304,1.567838672,NA,4.05218595,NA,+,0.344088769,NA,0.318472382,NA,-1.126489747,NA,11,-3295.973509,6614.176783,8.652510283,0.000668397
1648,-13.77137585,-0.51372584,1.693027343,0.396992877,3.394248804,NA,+,0.229164871,NA,NA,0.476890442,-1.321349939,NA,12,-3294.953412,6614.1786,8.6543278,0.00066779
4076,-4.358277107,-0.557907535,1.419799531,NA,4.331534539,NA,+,1.069119317,0.429138345,0.433437078,0.85018578,-1.462937547,-1.722598141,14,-3292.90617,6614.178832,8.654558977,0.000667713
1196,-6.090997293,-0.622577572,1.799459114,NA,4.759248019,NA,+,NA,-0.012010792,NA,NA,-0.735392073,NA,10,-3296.996036,6614.183376,8.659103194,0.000666197
3316,-4.999269663,-3.775082262,1.044245518,NA,NA,5.750353089,+,0.867673877,0.22466472,NA,NA,-0.001773396,-0.96795356,12,-3294.958736,6614.189248,8.664975748,0.000664244
1658,1.970844447,-1.187898579,NA,NA,1.412276227,3.692954934,+,0.46888727,NA,NA,0.468510494,-0.147608241,NA,11,-3296.005991,6614.241748,8.717474971,0.000647035
692,-5.062854875,-4.718540937,0.975352812,NA,NA,6.903952247,+,NA,-0.23687896,NA,0.463630401,NA,NA,10,-3297.03402,6614.259345,8.735072253,0.000641367
250,6.184775145,1.265189131,NA,NA,1.931223257,2.229557594,+,0.660257946,-0.162426334,NA,NA,NA,NA,10,-3297.035994,6614.263293,8.739020307,0.000640102
2794,5.544892658,1.701023207,NA,NA,2.757963156,NA,+,1.570449245,0.552174167,NA,0.82160233,NA,-2.37556629,11,-3296.019444,6614.268654,8.744380888,0.000638388
1976,-13.64414715,-5.236277082,1.893530624,0.420201518,NA,6.795524402,+,NA,-0.125888492,0.51063297,0.944560896,-2.076920394,NA,13,-3293.987863,6614.293075,8.768802189,0.000630641
2104,-10.62878708,-3.955910167,1.12115495,0.310690081,NA,5.273355203,+,NA,NA,NA,NA,NA,0.021404555,10,-3297.072578,6614.336461,8.812188204,0.000617107
58,14.60092087,2.444800787,NA,NA,2.549458405,1.69257436,+,NA,NA,NA,NA,NA,NA,8,-3299.115648,6614.356295,8.832022498,0.000611018
3826,3.041457271,-2.200826926,NA,NA,NA,4.977423814,+,1.528788902,0.490599841,NA,0.792396669,0.255059349,-2.268088001,12,-3295.049034,6614.369845,8.845572328,0.000606892
3952,-11.30304688,0.270284036,1.53585144,0.421133576,3.059046685,NA,+,0.680733754,NA,0.507130795,0.776773014,-1.837793948,-0.728093414,14,-3293.007539,6614.38157,8.857297711,0.000603345
1594,6.168067573,-1.14499459,NA,NA,1.642794985,3.97381841,+,NA,NA,NA,0.666207209,-0.107858335,NA,10,-3297.095387,6614.382079,8.857806063,0.000603191
2942,-0.874069671,-0.659326663,NA,0.281425469,1.018423375,3.207770794,+,1.151067157,NA,0.158605986,0.633831141,NA,-1.281326267,13,-3294.032548,6614.382446,8.85817353,0.00060308
118,-2.719323466,1.341473842,NA,0.403222599,NA,1.956056767,+,0.59860119,NA,NA,NA,NA,NA,9,-3298.114262,6614.384911,8.860638108,0.000602338
372,-7.048393372,-4.02810786,0.945547295,NA,NA,5.834544326,+,0.365645308,NA,-0.021446414,NA,NA,NA,10,-3297.099569,6614.390442,8.866169738,0.000600674
448,-10.13290457,-5.429001084,1.455906681,0.225383701,2.932458503,4.992572385,+,NA,-0.121950356,-0.198770202,NA,NA,NA,12,-3295.066973,6614.405723,8.881450558,0.000596102
3450,3.788330164,-0.06418979,NA,NA,1.738237758,2.756174018,+,1.028535206,NA,0.162248411,NA,0.347109854,-0.863759212,12,-3295.072152,6614.416081,8.891808502,0.000593023
1964,-6.380782098,-0.23940067,1.900558356,NA,4.658519276,NA,+,NA,-0.120717194,0.460528967,0.840721344,-2.007280426,NA,12,-3295.075135,6614.422047,8.897774166,0.000591257
3070,-0.4122425,-1.532461946,NA,0.320788953,1.359204808,2.970954592,+,1.783019765,0.65794575,0.190610448,0.734436149,NA,-2.75964037,14,-3293.03059,6614.427673,8.903400066,0.000589596
